comment,tokens
ڈاکیومنٹری فلم ہے جو کہ ٹورنٹ سائیٹ پائیریٹ بے پر پائیریسی کیس کے بارے میں ہے,"['ڈاکیومنٹری', 'فلم', 'ہے', 'جو', 'کہ', 'ٹورنٹ', 'سائیٹ', 'پائیریٹ', 'بے', 'پر', 'پائیریسی', 'کیس', 'کے', 'بارے', 'میں', 'ہے']"
اچھی لگی,"['اچھی', 'لگی']"
دیکھیبیسویں صدی کے عظیم صنعت کار اور فورڈ موٹرز کے بانی ہینری فورڈ کے متعلق ایک دلچسپ اور معلوماتی ڈاکیومینٹری,"['دیکھیبیسویں', 'صدی', 'کے', 'عظیم', 'صنعت', 'کار', 'اور', 'فورڈ', 'موٹرز', 'کے', 'بانی', 'ہینری', 'فورڈ', 'کے', 'متعلق', 'ایک', 'دلچسپ', 'اور', 'معلوماتی', 'ڈاکیومینٹری']"
دیکھنے سے تعلق رکھتی ہے,"['دیکھ', 'نے', 'سے', 'تعلق', 'رکھتی', 'ہے']"
یہ ڈاکیومینٹری کی ہے یا کی,"['یہ', 'ڈاکیومینٹری', 'کی', 'ہے', 'یا', 'کی']"
میں نے ڈاؤنلوڈ کرنے کیلیے سرچ کیا تو وہاں لکھا آیا اور مخمصے میں پڑھ گیا کہ یہ کیا چکر ہے اور پھر سوچا آپ سے ہی پوچھ لوں,"['میں', 'نے', 'ڈاؤنلوڈ', 'کر', 'نے', 'کیلیے', 'سرچ', 'کیا', 'تو', 'وہاں', 'لکھا', 'آیا', 'اور', 'مخمصے', 'میں', 'پڑھ', 'گیا', 'کہ', 'یہ', 'کیا', 'چکر', 'ہے', 'اور', 'پھر', 'سوچا', 'آپ', 'سے', 'ہی', 'پوچھ', 'لوں']"
اچھا تو ڈاؤنلوڈ کرلیں جناب,"['اچھا', 'تو', 'ڈاؤنلوڈ', 'کرلیں', 'جناب']"
ویسے اس میں دو گھنٹے کی ڈاکیومنٹری ہے جو میرے خیال میں کام کی ہے,"['وی', 'سے', 'اس', 'میں', 'دو', 'گھنٹے', 'کی', 'ڈاکیومنٹری', 'ہے', 'جو', 'میرے', 'خیال', 'میں', 'کام', 'کی', 'ہے']"
پھر کوئی پانچ گھنٹے کی پرانی ریسل مینیا کی چند مشہور ریسلنگ میچز ہیں,"['پھر', 'کوئی', 'پانچ', 'گھنٹے', 'کی', 'پرانی', 'ریسل', 'مینیا', 'کی', 'چند', 'مشہور', 'ریسلنگ', 'میچز', 'ہیں']"
ریسلنگ دیکھی کبھی ٹی وی پے,"['ریسلنگ', 'دیکھی', 'ک', 'بھی', 'ٹی', 'وی', 'پے']"
ریسلنگ سکرپٹیڈ ہوتی ہے یعنی کہ اس میں نتیجہ پہلے سے طے ہوتا ہے,"['ریسلنگ', 'سکرپٹیڈ', 'ہوتی', 'ہے', 'یعنی', 'کہ', 'اس', 'میں', 'نتیجہ', 'پہلے', 'سے', 'طے', 'ہوتا', 'ہے']"
ڈبلیو ڈبلیو ای ہر مہینے ایک پے پر ویو کرتی ہے,"['ڈبلیو', 'ڈبلیو', 'ای', 'ہر', 'م', 'ہی', 'نے', 'ایک', 'پے', 'پر', 'ویو', 'کرتی', 'ہے']"
اسے تم طویل دورانیے کا ڈرامہ سمجھ لو,"['ا', 'سے', 'تم', 'طویل', 'دورانیے', 'کا', 'ڈرامہ', 'سمجھ', 'لو']"
رسل مینیا ایسے ہی ایک ڈرامے کا نام ہے جو ہر سال مارچ یا اپریل میں ہوتا ہے,"['رسل', 'مینیا', 'ای', 'سے', 'ہی', 'ایک', 'ڈرامے', 'کا', 'نا', 'م', 'ہے', 'جو', 'ہر', 'سال', 'مارچ', 'یا', 'اپریل', 'میں', 'ہوتا', 'ہے']"
اس سال واں رسل مینیا ہو گا,"['اس', 'سال', 'واں', 'رسل', 'مینیا', 'ہو', 'گا']"
اس میں کوئی شک نہیں کہ لنکن اچھی فلم تھی اور اس میں ڈینئل ڈے لوئس کی اداکاری بہت اچھی تھی,"['اس', 'میں', 'کوئی', 'شک', 'نہیں', 'کہ', 'لنکن', 'اچھی', 'فلم', 'تھی', 'اور', 'اس', 'میں', 'ڈینئل', 'ڈے', 'لوئس', 'کی', 'اداکاری', 'بہت', 'اچھی', 'تھی']"
é دیکھی کل اچھی لگی لیکن ہیو جیکمن کی اداکاری کی کیا بات تھی اس فلم میں,"['دیکھی', 'کل', 'اچھی', 'لگی', 'لیکن', 'ہیو', 'جیکمن', 'کی', 'اداکاری', 'کی', 'کیا', 'بات', 'تھی', 'اس', 'فلم', 'میں']"
اور یہ کہنا پڑے گا کہ اوسکر میں ہیو جیکمن کے ساتھ زیادتی ہوئی,"['اور', 'یہ', 'کہنا', 'پڑے', 'گا', 'کہ', 'اوسکر', 'میں', 'ہیو', 'جیکمن', 'کے', 'ساتھ', 'زیادتی', 'ہوئی']"
اینی ہیتھاوے کو اسی فلم میں ایک چھوٹے سے رول کے لئے اوسکر تھما دیا گیا,"['اینی', 'ہیتھاوے', 'کو', 'اسی', 'فلم', 'میں', 'ایک', 'چھوٹے', 'سے', 'رول', 'کے', 'لئے', 'اوسکر', 'تھما', 'دیا', 'گیا']"
شمالی کورین دہشت گرد وائٹ ہاؤس پرقبضہ کر لیتے ہیں اور صرف ایک خفیہ ایجنٹ کے ذمے سب کو بچانا ہے,"['شمالی', 'کورین', 'دہشت', 'گرد', 'وائٹ', 'ہاؤس', 'پرقبضہ', 'کر', 'لیتے', 'ہیں', 'اور', 'صرف', 'ایک', 'خفیہ', 'ایجنٹ', 'کے', 'ذمے', 'سب', 'کو', 'بچانا', 'ہے']"
صاحب بیوی اور گینگسٹر گزشتہ رات اور آج ایک بار پھر دیکھی بہت پسند آئی,"['صاحب', 'بیوی', 'اور', 'گینگسٹر', 'گزشتہ', 'رات', 'اور', 'آج', 'ایک', 'بار', 'پھر', 'دیکھی', 'بہت', 'پسند', 'آئی']"
کہانی کچھ ایسی ہے کہ سیاست چالبازی اور کرسی نے بیچاری محبت کو مار دیا,"['کہانی', 'کچھ', 'ایسی', 'ہے', 'کہ', 'سیاست', 'چالبازی', 'اور', 'کرسی', 'نے', 'بیچاری', 'محبت', 'کو', 'مار', 'دیا']"
گینگسٹر عرفان خان بیوی اور سی ایم کی ایکٹنگ لاجواب تھی صاحب نے بھی اپنا کردار خوب نبھایا,"['گینگسٹر', 'عرفان', 'خان', 'بیوی', 'اور', 'سی', 'ایم', 'کی', 'ایکٹنگ', 'لا', 'جواب', 'تھی', 'صاحب', 'نے', 'بھی', 'اپنا', 'کردار', 'خوب', 'نبھایا']"
کچھ مزاحیہ اور ایکشن مگر اچھی لگی,"['کچھ', 'مزاحیہ', 'اور', 'ایکشن', 'مگر', 'اچھی', 'لگی']"
فلحال ناممکن ہے لیکن سائنس میں بہت سی ایسی چیزیں جو بالکل ناممکن تھیں آج ممکن ہے تو ٹائم مشین کیوں نہیں,"['فلحال', 'نا', 'ممکن', 'ہے', 'لیکن', 'سائنس', 'میں', 'بہت', 'سی', 'ایسی', 'چیزیں', 'جو', 'بالکل', 'نا', 'ممکن', 'تھیں', 'آج', 'ممکن', 'ہے', 'تو', 'ٹائم', 'مشین', 'کیوں', 'نہیں']"
میں نے ابھی ابھی پوری کی یہ فلم کافی دنوں سے انتظار تھا اس کا اچھی لگی شرارتوں سے بھرپور,"['میں', 'نے', 'ا', 'بھی', 'ا', 'بھی', 'پوری', 'کی', 'یہ', 'فلم', 'کافی', 'دنوں', 'سے', 'انتظار', 'تھا', 'اس', 'کا', 'اچھی', 'لگی', 'شرارتوں', 'سے', 'بھرپور']"
کل میں نے بہت ہی عرصے بعد کوئی انڈین مووی دیکھی برفی اچھی لگی اس میں سب لوگوں نے ایکٹینگ بہت اچھی کی ہے,"['کل', 'میں', 'نے', 'بہت', 'ہی', 'عرصے', 'بعد', 'کوئی', 'انڈین', 'مووی', 'دیکھی', 'برفی', 'اچھی', 'لگی', 'اس', 'میں', 'سب', 'لوگوں', 'نے', 'ایکٹینگ', 'بہت', 'اچھی', 'کی', 'ہے']"
میں تو پچھلے کچھ دنوں سے انڈی موویز دیکھ رہا ہوں خصوصا انڈرورلڈ ٹائپ موویز,"['میں', 'تو', 'پچھلے', 'کچھ', 'دنوں', 'سے', 'انڈی', 'موویز', 'دیکھ', 'رہا', 'ہوں', 'خصوصا', 'انڈرورلڈ', 'ٹائپ', 'موویز']"
کل آخری قسط دیکھی,"['کل', 'آخری', 'قسط', 'دیکھی']"
سیزن میں کچھ چیزیں بہت سست لگی کچھ بہت تیز اور کچھ عجیب,"['سیزن', 'میں', 'کچھ', 'چیزیں', 'بہت', 'سست', 'لگی', 'کچھ', 'بہت', 'تیز', 'اور', 'کچھ', 'عجیب']"
باقی کافی حد تک بہت اچھا سیزن تھا,"['باقی', 'کافی', 'حد', 'تک', 'بہت', 'اچھا', 'سیزن', 'تھا']"
شاہ جہان دیکھی کل اگر فلم میں مسالہ شامل نہ کیا جاتا تو کہانی کافی مضبوط تھی اس کے بناء بھی,"['شاہ', 'جہان', 'دیکھی', 'کل', 'اگر', 'فلم', 'میں', 'مسالہ', 'شامل', 'نہ', 'کیا', 'جاتا', 'تو', 'کہانی', 'کافی', 'مضبوط', 'تھی', 'اس', 'کے', 'بناء', 'بھی']"
فلم توجہ حاصل کرسکتی ہے نئے لڑکے ارجن کپور جس نے ڈبل رول کیا ہے اچھا کام کیا,"['فلم', 'توجہ', 'حاصل', 'کرسکتی', 'ہے', 'نئے', 'لڑکے', 'ارجن', 'کپور', 'جس', 'نے', 'ڈبل', 'رول', 'کیا', 'ہے', 'اچھا', 'کام', 'کیا']"
انوپم کھیرجیکی شروف امرتا سنگھ رشی کپور نے کمال کی ادا کاری کی,"['انوپم', 'کھیرجیکی', 'شروف', 'امرتا', 'سنگھ', 'رشی', 'کپور', 'نے', 'کمال', 'کی', 'ادا', 'کاری', 'کی']"
ارجن کپور کی ماں کا رول کیا چھاگئیں لیکن دپتی نیول سی اداکارہ نے مختصر اور بے معنی کردار کیا,"['ارجن', 'کپور', 'کی', 'ماں', 'کا', 'رول', 'کیا', 'چھاگئیں', 'لیکن', 'دپتی', 'نیول', 'سی', 'اداکارہ', 'نے', 'مختصر', 'اور', 'بے', 'معنی', 'کردار', 'کیا']"
سمجھ میں نہیں آیا مجموعی طورپر اچھی کہانی لاجواب اداکاری اور بہترین مکالموں کی وجہ سے فلم دیکھی جاسکتی ہے,"['سمجھ', 'میں', 'نہیں', 'آیا', 'مجموعی', 'طورپر', 'اچھی', 'کہانی', 'لا', 'جواب', 'اداکاری', 'اور', 'بہترین', 'مکالموں', 'کی', 'وجہ', 'سے', 'فلم', 'دیکھی', 'جاسکتی', 'ہے']"
نوٹ ریموٹ کنٹرول سے آپ فاسٹ فارورڈ کرکے ایڈیٹنگ کا کام لے سکتے ہیں اورکوفت سے بچ سکتے ہیں,"['نوٹ', 'ریموٹ', 'کنٹرول', 'سے', 'آپ', 'فاسٹ', 'فارورڈ', 'کرکے', 'ایڈیٹنگ', 'کا', 'کام', 'لے', 'سکتے', 'ہیں', 'اورکوفت', 'سے', 'بچ', 'سکتے', 'ہیں']"
عاشقی اور\ ایک تھی ڈائن\ دیکھی فاسٹ فارورڈ موڈ میں دونوں فضول,"['عاشقی', 'اور', 'ایک', 'تھی', 'ڈائن', 'دیکھی', 'فاسٹ', 'فارورڈ', 'موڈ', 'میں', 'دونوں', 'فضول']"
ہا ہا ہا ہا لیکن ایک تھی ڈائن پھر بھی عاشقی ٹو سے کافی زیادہ بہتر تھی اختتام کے علاوہ ڈائن کا اختتام بےکار ترین تھا,"['ہا', 'ہا', 'ہا', 'ہا', 'لیکن', 'ایک', 'تھی', 'ڈائن', 'پھر', 'بھی', 'عاشقی', 'ٹو', 'سے', 'کافی', 'زیادہ', 'بہتر', 'تھی', 'اختتام', 'کے', 'علاوہ', 'ڈائن', 'کا', 'اختتام', 'بے', 'کار', 'ترین', 'تھا']"
اس مووی کا پہلا پارٹ بھی دیکھا تھ پہلے اس میں جان سینا تھا,"['اس', 'مووی', 'کا', 'پہلا', 'پارٹ', 'بھی', 'دیکھا', 'تھ', 'پہلے', 'اس', 'میں', 'جان', 'سینا', 'تھا']"
وہ بھی اچھی تھی,"['وہ', 'بھی', 'اچھی', 'تھی']"
بالکل بہت اچھی ہے,"['بالکل', 'بہت', 'اچھی', 'ہے']"
ل و ا ن پیرس دیکھی کل رات اچھی لگی پریٹی زینٹا کا ریٹرن اچھا لگا,"['ل', 'و', 'ا', 'ن', 'پیرس', 'دیکھی', 'کل', 'رات', 'اچھی', 'لگی', 'پریٹی', 'زینٹا', 'کا', 'ریٹرن', 'اچھا', 'لگا']"
ایسی بکواس فلم کم ہی دیکھی,"['ایسی', 'بکواس', 'فلم', 'کم', 'ہی', 'دیکھی']"
ایک اچھی زومبی فلم,"['ایک', 'اچھی', 'زومبی', 'فلم']"
ہم تو سن رہے ہیں کہ بہت اچھی فلم ہے یہ,"['ہم', 'تو', 'سن', 'رہے', 'ہیں', 'کہ', 'بہت', 'اچھی', 'فلم', 'ہے', 'یہ']"
ہم دیکھ کر بتا رہے ہیں کہ پرلے درجے کی بے تکی فلم ہے,"['ہم', 'دیکھ', 'کر', 'بتا', 'رہے', 'ہیں', 'کہ', 'پرلے', 'درجے', 'کی', 'بے', 'تکی', 'فلم', 'ہے']"
بہرحال انتخاب اپنا اپنا,"['بہرحال', 'انتخاب', 'اپنا', 'اپنا']"
دیکھی ایک لفظ میں برائی کروں گا بیکار,"['دیکھی', 'ایک', 'لفظ', 'میں', 'برائی', 'کروں', 'گا', 'بیکار']"
دیکھی کیری آن جٹا اور سنگھ ورسس کور والی کاسٹ مگر کمزور سکرپٹ کی وجہ سے فلم میں زیادہ جان محسوس نہیں ہوئی,"['دیکھی', 'کیری', 'آن', 'جٹا', 'اور', 'سنگھ', 'ورسس', 'کور', 'والی', 'کاسٹ', 'مگر', 'کمزور', 'سکرپٹ', 'کی', 'وجہ', 'سے', 'فلم', 'میں', 'زیادہ', 'جان', 'محسوس', 'نہیں', 'ہوئی']"
اتنے دنوں سے کہاں غائب تھے بھیا\ شہزاد وحید,"['ات', 'نے', 'دنوں', 'سے', 'کہاں', 'غائب', 'تھے', 'بھیا', 'شہزاد', 'وحید']"
رمضان بھر سوچا ہے اب نہ کچھ بنانا ہے اور نہ دیکھنا ہے,"['رمضان', 'بھر', 'سوچا', 'ہے', 'اب', 'نہ', 'کچھ', 'بنانا', 'ہے', 'اور', 'نہ', 'دیکھنا', 'ہے']"
دیکھی کافی دن پہلے وہ بھی اتفاقا ورنہ میں موویز سال میں ایک آدھ بار ہی دیکھتی ہوں,"['دیکھی', 'کافی', 'دن', 'پہلے', 'وہ', 'بھی', 'اتفاقا', 'ورنہ', 'میں', 'موویز', 'سال', 'میں', 'ایک', 'آدھ', 'بار', 'ہی', 'دیکھتی', 'ہوں']"
البتہ یہ کافی اچھی لگی,"['البتہ', 'یہ', 'کافی', 'اچھی', 'لگی']"
لاسٹ سنڈے کو سنے پکس پنڈی میں فاسٹ اند فیوریس دیکھی بہت اچھی لگی,"['لا', 'سٹ', 'سنڈے', 'کو', 'س', 'نے', 'پکس', 'پنڈی', 'میں', 'فاسٹ', 'اند', 'فیوریس', 'دیکھی', 'بہت', 'اچھی', 'لگی']"
دیکھی اچھی گینسٹر فلم ہے جڑواں بھائیوں والا فارمولا ہے تو سہی مگر بہتر انداز میں,"['دیکھی', 'اچھی', 'گینسٹر', 'فلم', 'ہے', 'جڑواں', 'بھائیوں', 'والا', 'فارمولا', 'ہے', 'تو', 'س', 'ہی', 'مگر', 'بہتر', 'انداز', 'میں']"
وجہ ہم تو صرف دیکھنے والے ہیں پر آپ تو بنانے والے بھی ہیں تو پھر کیا وجہ بنی اس فیصلے کی,"['وجہ', 'ہم', 'تو', 'صرف', 'دیکھ', 'نے', 'والے', 'ہیں', 'پر', 'آپ', 'تو', 'بنا', 'نے', 'والے', 'بھی', 'ہیں', 'تو', 'پھر', 'کیا', 'وجہ', 'بنی', 'اس', 'فیصلے', 'کی']"
اچھی فلم لگی مگر کافی بونگیاں ماری ہوئی ہے ایک تو پل والی جمپ,"['اچھی', 'فلم', 'لگی', 'مگر', 'کافی', 'بونگیاں', 'ماری', 'ہوئی', 'ہے', 'ایک', 'تو', 'پل', 'والی', 'جمپ']"
جیمی فاکس کرسٹوف واڑز ڈی کیپریو سیموئل ایل جیکسن کی شاندار اداکاری اور ایک دلچسپ کہانی,"['جیمی', 'فاکس', 'کرسٹوف', 'واڑز', 'ڈی', 'کیپریو', 'سیموئل', 'ایل', 'جیکسن', 'کی', 'شاندار', 'اداکاری', 'اور', 'ایک', 'دلچسپ', 'کہانی']"
دیکھے جانے کے قابل فلم,"['دیکھے', 'جا', 'نے', 'کے', 'قابل', 'فلم']"
ایک زبردست فلم ہے بھیا,"['ایک', 'زبردست', 'فلم', 'ہے', 'بھیا']"
کیسی لگی آپکو مجھے کچھ خاص نہیں لگی,"['کیسی', 'لگی', 'آپ', 'کو', 'مجھے', 'کچھ', 'خاص', 'نہیں', 'لگی']"
مجھے تو بہت اچھی لگی,"['مجھے', 'تو', 'بہت', 'اچھی', 'لگی']"
ابھی دیکھی ہے,"['ا', 'بھی', 'دیکھی', 'ہے']"
اوکے تھی نمبر,"['اوکے', 'تھی', 'نمبر']"
ایک اچھی ہارر فلم جس میں مامتا کے جذبے کو ایک بالکل انوکھے انداز میں دکھایا گیا ہے,"['ایک', 'اچھی', 'ہارر', 'فلم', 'جس', 'میں', 'مامتا', 'کے', 'جذبے', 'کو', 'ایک', 'بالکل', 'انوکھے', 'انداز', 'میں', 'دکھایا', 'گیا', 'ہے']"
اوشو\ کون سے فلم ہے یہ تصویر نظر نہیں آرہی,"['اوشو', 'کون', 'سے', 'فلم', 'ہے', 'یہ', 'تصویر', 'نظر', 'نہیں', 'آر', 'ہی']"
بھائی جان آپ پوسٹر کے ساتھ نام بھی لکھ دیا کریں تو اچھا ہوگا,"['بھائی', 'جان', 'آپ', 'پوسٹر', 'کے', 'ساتھ', 'نا', 'م', 'بھی', 'لکھ', 'دیا', 'کریں', 'تو', 'اچھا', 'ہوگا']"
بہت اچھی لگی,"['بہت', 'اچھی', 'لگی']"
دیکھنے کے لائق ہے,"['دیکھ', 'نے', 'کے', 'لا', 'ئق', 'ہے']"
تین سالوں میں صرف فلمیں,"['تین', 'سالوں', 'میں', 'صرف', 'فلمیں']"
بھئی میں تو ایک مہینے میں فلمیں دیکھتا رہا ہوں,"['بھئی', 'میں', 'تو', 'ایک', 'م', 'ہی', 'نے', 'میں', 'فلمیں', 'دیکھتا', 'رہا', 'ہوں']"
پہلے منٹ دیکھی پھر ڈیلیٹ کردی,"['پہلے', 'منٹ', 'دیکھی', 'پھر', 'ڈیلیٹ', 'کردی']"
مکمل دیکھ لیتے تو اچھا تھا,"['مکمل', 'دیکھ', 'لیتے', 'تو', 'اچھا', 'تھا']"
دیکھی سائی فائی فلمیں مجھے پسند نہیں آتی اس لیئے یہ بھی نہیں آئی بس اچھے ایفیکٹس کی تعریف کرنا چاہوں گا,"['دیکھی', 'سائی', 'فائی', 'فلمیں', 'مجھے', 'پسند', 'نہیں', 'آتی', 'اس', 'لیئے', 'یہ', 'بھی', 'نہیں', 'آئی', 'بس', 'اچھے', 'ایفیکٹس', 'کی', 'تعریف', 'کرنا', 'چاہوں', 'گا']"
سچ کہا ٹی وی تو اب تھرڈ کلاس سٹیج بن چکا ہے,"['سچ', 'کہا', 'ٹی', 'وی', 'تو', 'اب', 'تھرڈ', 'کلاس', 'سٹیج', 'بن', 'چکا', 'ہے']"
ہر چیز کا مذاق اڑانا تو فیشن بن گیا ہے ٹی وی پرخبریں تک مذاق اڑانے اور تضحیک کے انداز میں پڑھی جاتی ہیں,"['ہر', 'چیز', 'کا', 'مذاق', 'اڑانا', 'تو', 'فیشن', 'بن', 'گیا', 'ہے', 'ٹی', 'وی', 'پرخبریں', 'تک', 'مذاق', 'اڑا', 'نے', 'اور', 'تضحیک', 'کے', 'انداز', 'میں', 'پڑھی', 'جاتی', 'ہیں']"
بلکل سچ لیکن صرف پاکستانی میڈیا کجھ زیادہ بگڑ گیا ہے,"['بلکل', 'سچ', 'لیکن', 'صرف', 'پاکستانی', 'میڈیا', 'کجھ', 'زیادہ', 'بگڑ', 'گیا', 'ہے']"
